date,lat,lon,precip,eto
1980-04-17,-2.375,-60.125,15.1796875,4.161102294921875
1980-04-17,-2.375,-59.875,11.5390625,4.073003768920898
1980-04-17,-2.375,-59.625,11.71875,3.9393410682678223
1980-04-18,-2.375,-60.125,4.88671875,3.2856438159942627
1980-04-18,-2.375,-59.875,4.7578125,3.198564291000366
1980-04-18,-2.375,-59.625,4.00390625,3.082095146179199
1980-04-19,-2.375,-60.125,10.28125,2.4857940673828125
1980-04-19,-2.375,-59.875,8.1796875,2.467763900756836
1980-04-19,-2.375,-59.625,7.42578125,2.4438726902008057
1980-04-20,-2.375,-60.125,6.85546875,4.121926307678223
1980-04-20,-2.375,-59.875,6.64453125,4.131180286407471
1980-04-20,-2.375,-59.625,6.1328125,4.137802600860596
1980-04-21,-2.375,-60.125,3.45703125,3.8548266887664795
1980-04-21,-2.375,-59.875,3.251953125,3.822253942489624
1980-04-21,-2.375,-59.625,3.390625,3.772695541381836
1980-04-22,-2.375,-60.125,19.734375,2.2179739475250244
1980-04-22,-2.375,-59.875,20.015625,2.2179722785949707
1980-04-22,-2.375,-59.625,18.140625,2.217968702316284
1980-04-23,-2.375,-60.125,8.8984375,2.3938145637512207
1980-04-23,-2.375,-59.875,8.125,2.5097262859344482
1980-04-23,-2.375,-59.625,7.375,2.6599526405334473
1980-04-24,-2.375,-60.125,15.65625,2.8504631519317627
1980-04-24,-2.375,-59.875,17.921875,2.8006513118743896
1980-04-24,-2.375,-59.625,18.8125,2.7256319522857666
1980-04-25,-2.375,-60.125,8.0546875,1.9664011001586914
1980-04-25,-2.375,-59.875,10.390625,1.9681984186172485
1980-04-25,-2.375,-59.625,13.1953125,1.970710277557373
1980-04-26,-2.375,-60.125,10.1875,3.652553081512451
1980-04-26,-2.375,-59.875,11.8671875,3.58113956451416
1980-04-26,-2.375,-59.625,13.1953125,3.485806941986084
1980-04-27,-2.375,-60.125,7.91796875,2.895128011703491
1980-04-27,-2.375,-59.875,6.2890625,2.8404905796051025
1980-04-27,-2.375,-59.625,6.40234375,2.7576682567596436
1980-04-28,-2.375,-60.125,10.3359375,3.541689872741699
1980-04-28,-2.375,-59.875,11.53125,3.5211148262023926
1980-04-28,-2.375,-59.625,13.3984375,3.4957027435302734
1980-04-29,-2.375,-60.125,5.81640625,4.930203914642334
1980-04-29,-2.375,-59.875,7.0390625,4.877466201782227
1980-04-29,-2.375,-59.625,6.98046875,4.7968668937683105
1980-04-30,-2.375,-60.125,0.242431640625,3.655925989151001
1980-04-30,-2.375,-59.875,0.21533203125,3.6602377891540527
1980-04-30,-2.375,-59.625,0.156494140625,3.668029546737671
1980-05-01,-2.375,-60.125,2.052734375,3.6812472343444824
1980-05-01,-2.375,-59.875,0.96240234375,3.6732988357543945
1980-05-01,-2.375,-59.625,0.73779296875,3.66047739982605
1980-05-02,-2.375,-60.125,4.140625,3.27595853805542
1980-05-02,-2.375,-59.875,4.94921875,3.2451813220977783
1980-05-02,-2.375,-59.625,5.859375,3.193293809890747
1980-05-03,-2.375,-60.125,9.296875,2.735125780105591
1980-05-03,-2.375,-59.875,9.5703125,2.731670618057251
1980-05-03,-2.375,-59.625,11.046875,2.7258219718933105
1980-05-04,-2.375,-60.125,3.431640625,3.077033758163452
1980-05-04,-2.375,-59.875,7.40625,3.089980125427246
1980-05-04,-2.375,-59.625,11,3.0975332260131836
1980-05-05,-2.375,-60.125,0.316162109375,3.228179931640625
1980-05-05,-2.375,-59.875,0.45166015625,3.174238443374634
1980-05-05,-2.375,-59.625,0.82666015625,3.0977303981781006
1980-05-06,-2.375,-60.125,5.28125,2.7167489528656006
1980-05-06,-2.375,-59.875,4.5703125,2.667853593826294
1980-05-06,-2.375,-59.625,4.31640625,2.5935258865356445
1980-05-07,-2.375,-60.125,3.126953125,4.202892303466797
1980-05-07,-2.375,-59.875,1.8408203125,4.115316390991211
1980-05-07,-2.375,-59.625,1.5361328125,3.9632959365844727
1980-05-08,-2.375,-60.125,4.6796875,4.262174129486084
1980-05-08,-2.375,-59.875,5.36328125,4.261743545532227
1980-05-08,-2.375,-59.625,5.578125,4.2466583251953125
1980-05-09,-2.375,-60.125,1.822265625,4.266040802001953
1980-05-09,-2.375,-59.875,1.435546875,4.219395637512207
1980-05-09,-2.375,-59.625,1.173828125,4.148914813995361
1980-05-10,-2.375,-60.125,3.44140625,4.098801136016846
1980-05-10,-2.375,-59.875,2.91796875,4.026793003082275
1980-05-10,-2.375,-59.625,3.41015625,3.920642614364624
1980-05-11,-2.375,-60.125,11.8984375,4.89174222946167
1980-05-11,-2.375,-59.875,11.28125,4.897342205047607
1980-05-11,-2.375,-59.625,9.984375,4.8951616287231445
1980-05-12,-2.375,-60.125,0.1475830078125,5.32550048828125
1980-05-12,-2.375,-59.875,0.39404296875,5.324860572814941
1980-05-12,-2.375,-59.625,0.52734375,5.322399616241455
1980-05-13,-2.375,-60.125,0.354248046875,4.692373275756836
1980-05-13,-2.375,-59.875,0.493408203125,4.665793418884277
1980-05-13,-2.375,-59.625,0.6337890625,4.624423503875732
1980-05-14,-2.375,-60.125,18.90625,4.039863109588623
1980-05-14,-2.375,-59.875,17.484375,3.9861690998077393
1980-05-14,-2.375,-59.625,15.6953125,3.905580759048462
1980-05-15,-2.375,-60.125,6.73046875,3.6964752674102783
1980-05-15,-2.375,-59.875,4.8203125,3.676717758178711
1980-05-15,-2.375,-59.625,4.7421875,3.643354892730713
1980-05-16,-2.375,-60.125,5.8828125,3.4234509468078613
1980-05-16,-2.375,-59.875,4.4375,3.4226274490356445
1980-05-16,-2.375,-59.625,3.814453125,3.421532154083252
